,exchange_token,trading_symbol,company_name,close_price,expiry,strike,tick_size,lot_size,instrument_name,option_type,segment,exchange,fin_instrm_pdct_tp_cd,asset_code
81879,39739,NIFTYNXT5025OCT53700PE,NIFTYNXT50,0.0,28-Oct-2025,53700.0,0.05,25,OPTIDX,PE,XX,NFO,,
81880,79105,BHARATFORG25NOV1180PE,BHARATFORG,20.4,25-Nov-2025,1180.0,0.05,500,OPTSTK,PE,XX,NFO,,
81881,62789,FINNIFTY25DEC34000PE,FINNIFTY,0.0,30-Dec-2025,34000.0,0.05,65,OPTIDX,PE,XX,NFO,,
81882,72733,ASHOKLEY25OCT146CE,ASHOKLEY,0.5,28-Oct-2025,146.0,0.05,5000,OPTSTK,CE,XX,NFO,,
81883,45696,NIFTYNXT5025NOV80900PE,NIFTYNXT50,0.0,25-Nov-2025,80900.0,0.05,25,OPTIDX,PE,XX,NFO,,
81884,97746,INFY25OCT1680CE,INFY,1.5,28-Oct-2025,1680.0,0.05,400,OPTSTK,CE,XX,NFO,,
81885,79739,DMART25OCT5650CE,DMART,0.0,28-Oct-2025,5650.0,0.05,150,OPTSTK,CE,XX,NFO,,
81886,92407,DABUR25NOV655CE,DABUR,0.0,25-Nov-2025,655.0,0.05,1250,OPTSTK,CE,XX,NFO,,
81887,40078,NIFTY25N1125250CE,NIFTY,608.35,11-Nov-2025,25250.0,0.05,75,OPTIDX,CE,XX,NFO,,
81888,99743,LT25OCT3850PE,LT,29.65,28-Oct-2025,3850.0,0.05,175,OPTSTK,PE,XX,NFO,,
81889,105313,NCC25OCT205CE,NCC,7.5,28-Oct-2025,205.0,0.05,2700,OPTSTK,CE,XX,NFO,,
81890,35527,HDFCLIFE25OCT530PE,HDFCLIFE,0.0,28-Oct-2025,530.0,0.05,1100,OPTSTK,PE,XX,NFO,,
81891,104606,LICI25OCT960CE,LICI,1.4,28-Oct-2025,960.0,0.05,700,OPTSTK,CE,XX,NFO,,
81892,138600,OBEROIRLTY25DEC1120PE,OBEROIRLTY,0.0,30-Dec-2025,1120.0,0.05,350,OPTSTK,PE,XX,NFO,,
81893,41117,M&M25OCT4250CE,M&M,0.0,28-Oct-2025,4250.0,0.05,200,OPTSTK,CE,XX,NFO,,
81894,51702,BANKNIFTY25DEC62900PE,BANKNIFTY,0.0,30-Dec-2025,62900.0,0.05,35,OPTIDX,PE,XX,NFO,,
81895,39506,TATAELXSI25DEC8000PE,TATAELXSI,0.0,30-Dec-2025,8000.0,0.05,100,OPTSTK,PE,XX,NFO,,
81896,129874,JUBLFOOD25DEC780PE,JUBLFOOD,0.0,30-Dec-2025,780.0,0.05,1250,OPTSTK,PE,XX,NFO,,
81897,127839,TATAELXSI25OCT7600CE,TATAELXSI,0.0,28-Oct-2025,7600.0,0.05,100,OPTSTK,CE,XX,NFO,,
81898,112066,PIDILITIND25NOV1920CE,PIDILITIND,0.0,25-Nov-2025,1920.0,0.05,500,OPTSTK,CE,XX,NFO,,
81899,123070,IOC25DEC192PE,IOC,0.0,30-Dec-2025,192.0,0.05,4875,OPTSTK,PE,XX,NFO,,
81900,60040,NIFTYNXT5025OCT69200CE,NIFTYNXT50,821.0,28-Oct-2025,69200.0,0.05,25,OPTIDX,CE,XX,NFO,,
81901,130766,KOTAKBANK25NOV1580CE,KOTAKBANK,0.0,25-Nov-2025,1580.0,0.05,400,OPTSTK,CE,XX,NFO,,
81902,91083,HINDALCO25OCT620PE,HINDALCO,0.05,28-Oct-2025,620.0,0.05,1400,OPTSTK,PE,XX,NFO,,
81903,142235,POWERGRID25NOV207.5CE,POWERGRID,0.0,25-Nov-2025,207.5,0.05,1900,OPTSTK,CE,XX,NFO,,
81904,135049,MARUTI25DEC12800CE,MARUTI,0.0,30-Dec-2025,12800.0,0.05,50,OPTSTK,CE,XX,NFO,,
81905,115102,ONGC25OCT180CE,ONGC,0.0,28-Oct-2025,180.0,0.05,2250,OPTSTK,CE,XX,NFO,,
81906,48285,CANBK25NOV158PE,CANBK,0.0,25-Nov-2025,158.0,0.05,6750,OPTSTK,PE,XX,NFO,,
81907,103262,KOTAKBANK25OCT2520PE,KOTAKBANK,0.0,28-Oct-2025,2520.0,0.05,400,OPTSTK,PE,XX,NFO,,
81908,58465,NIFTY25OCT21950PE,NIFTY,0.0,28-Oct-2025,21950.0,0.05,75,OPTIDX,PE,XX,NFO,,
81909,80075,DRREDDY25OCT1340CE,DRREDDY,1.2,28-Oct-2025,1340.0,0.05,625,OPTSTK,CE,XX,NFO,,
81910,96020,DLF25NOV780PE,DLF,30.1,25-Nov-2025,780.0,0.05,825,OPTSTK,PE,XX,NFO,,
81911,54319,360ONE25NOV880PE,360ONE,28.25,25-Nov-2025,880.0,0.05,500,OPTSTK,PE,XX,NFO,,
81912,87585,GRASIM25OCT2000PE,GRASIM,0.0,28-Oct-2025,2000.0,0.05,250,OPTSTK,PE,XX,NFO,,
81913,43089,IEX25NOV75CE,IEX,0.0,25-Nov-2025,75.0,0.05,3750,OPTSTK,CE,XX,NFO,,
81914,89167,COLPAL25NOV1400CE,COLPAL,0.0,25-Nov-2025,1400.0,0.05,225,OPTSTK,CE,XX,NFO,,
81915,147573,TCS25NOV2040PE,TCS,0.0,25-Nov-2025,2040.0,0.05,175,OPTSTK,PE,XX,NFO,,
81916,84233,GRASIM25OCT3880PE,GRASIM,0.0,28-Oct-2025,3880.0,0.05,250,OPTSTK,PE,XX,NFO,,
81917,120155,PRESTIGE25OCT1920CE,PRESTIGE,73.2,28-Oct-2025,1920.0,0.05,450,OPTSTK,CE,XX,NFO,,
81918,110154,PERSISTENT25NOV7200PE,PERSISTENT,0.0,25-Nov-2025,7200.0,0.05,100,OPTSTK,PE,XX,NFO,,
81919,112853,HUDCO25NOV135PE,HUDCO,0.0,25-Nov-2025,135.0,0.05,2775,OPTSTK,PE,XX,NFO,,
81920,147703,TCS25DEC2680PE,TCS,45.35,30-Dec-2025,2680.0,0.05,175,OPTSTK,PE,XX,NFO,,
81921,63038,AMBER25OCT8600CE,AMBER,67.35,28-Oct-2025,8600.0,0.05,100,OPTSTK,CE,XX,NFO,,
81922,99025,ETERNAL25NOV395PE,ETERNAL,0.0,25-Nov-2025,395.0,0.05,2425,OPTSTK,PE,XX,NFO,,
81923,85952,CHOLAFIN25DEC1800PE,CHOLAFIN,227.4,30-Dec-2025,1800.0,0.05,625,OPTSTK,PE,XX,NFO,,
81924,79024,BEL25DEC480CE,BEL,9.65,30-Dec-2025,480.0,0.05,2850,OPTSTK,CE,XX,NFO,,
81925,57809,MIDCPNIFTY25OCT13600CE,MIDCPNIFTY,28.7,28-Oct-2025,13600.0,0.05,140,OPTIDX,CE,XX,NFO,,
81926,128279,VOLTAS25NOV1520CE,VOLTAS,13.8,25-Nov-2025,1520.0,0.05,375,OPTSTK,CE,XX,NFO,,
81927,42145,IDFCFIRSTB25NOV95PE,IDFCFIRSTB,0.0,25-Nov-2025,95.0,0.05,9275,OPTSTK,PE,XX,NFO,,
81928,48810,JINDALSTEL25NOVFUT,JINDALSTEL,1031.0,25-Nov-2025,-0.01,0.1,625,FUTSTK,XX,XX,NFO,,
81929,149535,UNITDSPR25DEC1760PE,UNITDSPR,0.0,30-Dec-2025,1760.0,0.05,400,OPTSTK,PE,XX,NFO,,
81930,134721,MARICO25NOV570CE,MARICO,0.0,25-Nov-2025,570.0,0.05,1200,OPTSTK,CE,XX,NFO,,
81931,112086,HINDZINC25NOV485CE,HINDZINC,34.55,25-Nov-2025,485.0,0.05,1225,OPTSTK,CE,XX,NFO,,
81932,122052,IOC25OCT143CE,IOC,11.6,28-Oct-2025,143.0,0.05,4875,OPTSTK,CE,XX,NFO,,
81933,111784,NESTLEIND25OCT900CE,NESTLEIND,0.0,28-Oct-2025,900.0,0.05,500,OPTSTK,CE,XX,NFO,,
81934,132095,LICI25DEC1000PE,LICI,112.4,30-Dec-2025,1000.0,0.05,700,OPTSTK,PE,XX,NFO,,
81935,81146,EXIDEIND25OCT355CE,EXIDEIND,45.0,28-Oct-2025,355.0,0.05,1800,OPTSTK,CE,XX,NFO,,
81936,104234,LICHSGFIN25OCT580PE,LICHSGFIN,13.8,28-Oct-2025,580.0,0.05,1000,OPTSTK,PE,XX,NFO,,
81937,149979,VBL25DEC470PE,VBL,45.5,30-Dec-2025,470.0,0.05,1025,OPTSTK,PE,XX,NFO,,
81938,84939,CDSL25DEC1200CE,CDSL,307.95,30-Dec-2025,1200.0,0.05,475,OPTSTK,CE,XX,NFO,,
81939,106859,NTPC25NOV320PE,NTPC,2.05,25-Nov-2025,320.0,0.05,1500,OPTSTK,PE,XX,NFO,,
81940,83675,GODREJCP25NOV1680CE,GODREJCP,0.0,25-Nov-2025,1680.0,0.05,500,OPTSTK,CE,XX,NFO,,
81941,38682,DIXON25OCT22250PE,DIXON,0.0,28-Oct-2025,22250.0,0.05,50,OPTSTK,PE,XX,NFO,,
81942,50021,BANKNIFTY25NOV56400CE,BANKNIFTY,1807.85,25-Nov-2025,56400.0,0.05,35,OPTIDX,CE,XX,NFO,,
81943,121336,INOXWIND25NOV177.5CE,INOXWIND,0.0,25-Nov-2025,177.5,0.05,3272,OPTSTK,CE,XX,NFO,,
81944,71243,AMBUJACEM25NOV575PE,AMBUJACEM,17.8,25-Nov-2025,575.0,0.05,1050,OPTSTK,PE,XX,NFO,,
81945,94938,IEX25OCT80CE,IEX,0.0,28-Oct-2025,80.0,0.05,3750,OPTSTK,CE,XX,NFO,,
81946,99061,ETERNAL25DEC240CE,ETERNAL,0.0,30-Dec-2025,240.0,0.05,2425,OPTSTK,CE,XX,NFO,,
81947,49292,BANKNIFTY25NOV35000CE,BANKNIFTY,0.0,25-Nov-2025,35000.0,0.05,35,OPTIDX,CE,XX,NFO,,
81948,140533,PFC25NOV430CE,PFC,4.4,25-Nov-2025,430.0,0.05,1300,OPTSTK,CE,XX,NFO,,
81949,149831,VBL25OCT565PE,VBL,0.0,28-Oct-2025,565.0,0.05,1025,OPTSTK,PE,XX,NFO,,
81950,36712,TATACONSUM25DEC1500PE,TATACONSUM,0.0,30-Dec-2025,1500.0,0.05,550,OPTSTK,PE,XX,NFO,,
81951,73801,ASIANPAINT25DEC2600PE,ASIANPAINT,250.95,30-Dec-2025,2600.0,0.05,250,OPTSTK,PE,XX,NFO,,
81952,57362,FINNIFTY25OCT35000PE,FINNIFTY,0.0,28-Oct-2025,35000.0,0.05,65,OPTIDX,PE,XX,NFO,,
81953,44773,MIDCPNIFTY25OCT15375CE,MIDCPNIFTY,0.0,28-Oct-2025,15375.0,0.05,140,OPTIDX,CE,XX,NFO,,
81954,117789,SBIN25NOV960CE,SBIN,4.7,25-Nov-2025,960.0,0.05,750,OPTSTK,CE,XX,NFO,,
81955,70041,ADANIENT25DEC2000CE,ADANIENT,0.0,30-Dec-2025,2000.0,0.05,300,OPTSTK,CE,XX,NFO,,
81956,145373,SBIN25NOV975PE,SBIN,0.0,25-Nov-2025,975.0,0.05,750,OPTSTK,PE,XX,NFO,,
81957,107691,MARICO25OCT440CE,MARICO,0.0,28-Oct-2025,440.0,0.05,1200,OPTSTK,CE,XX,NFO,,
81958,113100,HUDCO25NOV265CE,HUDCO,6.6,25-Nov-2025,265.0,0.05,2775,OPTSTK,CE,XX,NFO,,
81959,114040,ICICIGI25NOV2340PE,ICICIGI,0.0,25-Nov-2025,2340.0,0.05,325,OPTSTK,PE,XX,NFO,,
81960,143753,RECLTD25DEC540CE,RECLTD,0.0,30-Dec-2025,540.0,0.05,1275,OPTSTK,CE,XX,NFO,,
81961,142970,PPLPHARMA25NOV172.5PE,PPLPHARMA,5.6,25-Nov-2025,172.5,0.05,2500,OPTSTK,PE,XX,NFO,,
81962,68653,BOSCHLTD25NOV45500PE,BOSCHLTD,0.0,25-Nov-2025,45500.0,0.05,25,OPTSTK,PE,XX,NFO,,
81963,45243,NIFTY25O2024850PE,NIFTY,5.9,20-Oct-2025,24850.0,0.05,75,OPTIDX,PE,XX,NFO,,
81964,108817,ONGC25NOV210CE,ONGC,31.75,25-Nov-2025,210.0,0.05,2250,OPTSTK,CE,XX,NFO,,
81965,39842,NIFTY25N1122250PE,NIFTY,0.0,11-Nov-2025,22250.0,0.05,75,OPTIDX,PE,XX,NFO,,
81966,71283,AMBUJACEM25NOV770PE,AMBUJACEM,0.0,25-Nov-2025,770.0,0.05,1050,OPTSTK,PE,XX,NFO,,
81967,80112,CYIENT25OCT840CE,CYIENT,0.0,28-Oct-2025,840.0,0.05,425,OPTSTK,CE,XX,NFO,,
81968,149493,UNITDSPR25DEC1300PE,UNITDSPR,53.85,30-Dec-2025,1300.0,0.05,400,OPTSTK,PE,XX,NFO,,
81969,64337,MIDCPNIFTY25DEC13950CE,MIDCPNIFTY,0.0,30-Dec-2025,13950.0,0.05,140,OPTIDX,CE,XX,NFO,,
81970,89584,HDFCBANK25OCT1320CE,HDFCBANK,0.0,28-Oct-2025,1320.0,0.05,1100,OPTSTK,CE,XX,NFO,,
81971,145607,SHREECEM25NOV36250PE,SHREECEM,0.0,25-Nov-2025,36250.0,0.05,25,OPTSTK,PE,XX,NFO,,
81972,66662,NIFTYNXT5025DEC64300CE,NIFTYNXT50,5654.5,30-Dec-2025,64300.0,0.05,25,OPTIDX,CE,XX,NFO,,
81973,109389,HEROMOTOCO25DEC6700CE,HEROMOTOCO,0.0,30-Dec-2025,6700.0,0.05,150,OPTSTK,CE,XX,NFO,,
81974,70688,BSE25NOV1200CE,BSE,0.0,25-Nov-2025,1200.0,0.05,375,OPTSTK,CE,XX,NFO,,
81975,45493,NIFTY25O2029450CE,NIFTY,0.0,20-Oct-2025,29450.0,0.05,75,OPTIDX,CE,XX,NFO,,
81976,52888,NIFTY25NOV25800PE,NIFTY,340.7,25-Nov-2025,25800.0,0.05,75,OPTIDX,PE,XX,NFO,,
81977,98336,EICHERMOT25DEC5000CE,EICHERMOT,0.0,30-Dec-2025,5000.0,0.05,175,OPTSTK,CE,XX,NFO,,
81978,144548,SAIL25OCT188CE,SAIL,0.0,28-Oct-2025,188.0,0.05,4700,OPTSTK,CE,XX,NFO,,
81979,49974,POWERINDIA25OCTFUT,POWERINDIA,17762.0,28-Oct-2025,-0.01,1.0,50,FUTSTK,XX,XX,NFO,,
81980,127834,TATAELXSI25OCT7000PE,TATAELXSI,0.0,28-Oct-2025,7000.0,0.05,100,OPTSTK,PE,XX,NFO,,
81981,60050,BAJAJFINSV25NOV2360PE,BAJAJFINSV,420.8,25-Nov-2025,2360.0,0.05,500,OPTSTK,PE,XX,NFO,,
81982,130825,KOTAKBANK25NOV2420CE,KOTAKBANK,0.0,25-Nov-2025,2420.0,0.05,400,OPTSTK,CE,XX,NFO,,
81983,85455,HCLTECH25NOV1320CE,HCLTECH,176.7,25-Nov-2025,1320.0,0.05,350,OPTSTK,CE,XX,NFO,,
81984,75444,COFORGE25NOV1800PE,COFORGE,96.0,25-Nov-2025,1800.0,0.05,375,OPTSTK,PE,XX,NFO,,
81985,79435,BHARTIARTL25NOV2020PE,BHARTIARTL,56.0,25-Nov-2025,2020.0,0.05,475,OPTSTK,PE,XX,NFO,,
81986,73422,BRITANNIA25OCT8000PE,BRITANNIA,0.0,28-Oct-2025,8000.0,0.05,125,OPTSTK,PE,XX,NFO,,
81987,99612,EXIDEIND25DEC580CE,EXIDEIND,0.0,30-Dec-2025,580.0,0.05,1800,OPTSTK,CE,XX,NFO,,
81988,106551,NMDC25NOV76PE,NMDC,2.25,25-Nov-2025,76.0,0.05,13500,OPTSTK,PE,XX,NFO,,
81989,77632,DABUR25NOV460PE,DABUR,2.4,25-Nov-2025,460.0,0.05,1250,OPTSTK,PE,XX,NFO,,
81990,80873,DALBHARAT25OCT1960PE,DALBHARAT,32.65,28-Oct-2025,1960.0,0.05,325,OPTSTK,PE,XX,NFO,,
81991,64386,ASHOKLEY25OCT165PE,ASHOKLEY,24.1,28-Oct-2025,165.0,0.05,5000,OPTSTK,PE,XX,NFO,,
81992,143172,PRESTIGE25NOV1900PE,PRESTIGE,390.2,25-Nov-2025,1900.0,0.05,450,OPTSTK,PE,XX,NFO,,
81993,67961,BANDHANBNK25OCT120CE,BANDHANBNK,0.0,28-Oct-2025,120.0,0.05,3600,OPTSTK,CE,XX,NFO,,
81994,65833,NIFTY25DEC28950PE,NIFTY,0.0,30-Dec-2025,28950.0,0.05,75,OPTIDX,PE,XX,NFO,,
81995,145209,SBIN25OCT825PE,SBIN,0.7,28-Oct-2025,825.0,0.05,750,OPTSTK,PE,XX,NFO,,
81996,60263,NIFTYNXT5025OCT72900CE,NIFTYNXT50,1329.7,28-Oct-2025,72900.0,0.05,25,OPTIDX,CE,XX,NFO,,
81997,146010,SONACOMS25OCT375CE,SONACOMS,56.7,28-Oct-2025,375.0,0.05,1050,OPTSTK,CE,XX,NFO,,
81998,129414,ZYDUSLIFE25NOV1200CE,ZYDUSLIFE,0.0,25-Nov-2025,1200.0,0.05,900,OPTSTK,CE,XX,NFO,,
81999,123811,IRCTC25NOV645PE,IRCTC,10.65,25-Nov-2025,645.0,0.05,875,OPTSTK,PE,XX,NFO,,
82000,140757,PGEL25DEC540CE,PGEL,58.45,30-Dec-2025,540.0,0.05,700,OPTSTK,CE,XX,NFO,,
82001,94699,ITC25NOV480CE,ITC,0.0,25-Nov-2025,480.0,0.05,1600,OPTSTK,CE,XX,NFO,,
82002,38807,HAVELLS25NOV1980CE,HAVELLS,0.0,25-Nov-2025,1980.0,0.05,500,OPTSTK,CE,XX,NFO,,
82003,113791,POWERGRID25NOV360PE,POWERGRID,0.0,25-Nov-2025,360.0,0.05,1900,OPTSTK,PE,XX,NFO,,
82004,107293,MANAPPURAM25OCT300PE,MANAPPURAM,14.35,28-Oct-2025,300.0,0.05,3000,OPTSTK,PE,XX,NFO,,
82005,105546,HAVELLS25DEC1120PE,HAVELLS,0.0,30-Dec-2025,1120.0,0.05,500,OPTSTK,PE,XX,NFO,,
82006,94787,DIVISLAB25DEC6200CE,DIVISLAB,195.65,30-Dec-2025,6200.0,0.05,100,OPTSTK,CE,XX,NFO,,
82007,41914,HDFCAMC25OCT8200PE,HDFCAMC,0.0,28-Oct-2025,8200.0,0.05,150,OPTSTK,PE,XX,NFO,,
82008,145609,SHREECEM25NOV36750PE,SHREECEM,0.0,25-Nov-2025,36750.0,0.05,25,OPTSTK,PE,XX,NFO,,
82009,50975,FINNIFTY25NOV21200PE,FINNIFTY,0.0,25-Nov-2025,21200.0,0.05,65,OPTIDX,PE,XX,NFO,,
82010,106283,HDFCAMC25OCT5850CE,HDFCAMC,76.0,28-Oct-2025,5850.0,0.05,150,OPTSTK,CE,XX,NFO,,
82011,37584,SAMMAANCAP25NOV190PE,SAMMAANCAP,63.2,25-Nov-2025,190.0,0.05,4300,OPTSTK,PE,XX,NFO,,
82012,65907,NIFTY26SEP27000PE,NIFTY,1946.45,29-Sep-2026,27000.0,0.05,75,OPTIDX,PE,XX,NFO,,
82013,42733,MCX25NOV11900CE,MCX,0.0,25-Nov-2025,11900.0,0.05,125,OPTSTK,CE,XX,NFO,,
82014,84234,CANBK25NOV107CE,CANBK,0.0,25-Nov-2025,107.0,0.05,6750,OPTSTK,CE,XX,NFO,,
82015,84491,CANBK25NOV141CE,CANBK,0.0,25-Nov-2025,141.0,0.05,6750,OPTSTK,CE,XX,NFO,,
82016,62654,FINNIFTY25DEC30600CE,FINNIFTY,0.0,30-Dec-2025,30600.0,0.05,65,OPTIDX,CE,XX,NFO,,
82017,50307,BANKNIFTY25DEC40900PE,BANKNIFTY,0.0,30-Dec-2025,40900.0,0.05,35,OPTIDX,PE,XX,NFO,,
82018,145786,SHRIRAMFIN25DEC700CE,SHRIRAMFIN,23.0,30-Dec-2025,700.0,0.05,825,OPTSTK,CE,XX,NFO,,
82019,44779,MCX25OCT11700CE,MCX,0.0,28-Oct-2025,11700.0,0.05,125,OPTSTK,CE,XX,NFO,,
82020,117076,SBICARD25NOV960PE,SBICARD,60.1,25-Nov-2025,960.0,0.05,800,OPTSTK,PE,XX,NFO,,
82021,141545,POLICYBZR25OCT920CE,POLICYBZR,0.0,28-Oct-2025,920.0,0.05,350,OPTSTK,CE,XX,NFO,,
82022,101316,MARICO25OCT500PE,MARICO,0.0,28-Oct-2025,500.0,0.05,1200,OPTSTK,PE,XX,NFO,,
82023,57798,MIDCPNIFTY25OCT13475CE,MIDCPNIFTY,412.45,28-Oct-2025,13475.0,0.05,140,OPTIDX,CE,XX,NFO,,
82024,111506,PHOENIXLTD25NOV1960CE,PHOENIXLTD,0.0,25-Nov-2025,1960.0,0.05,350,OPTSTK,CE,XX,NFO,,
82025,93547,DELHIVERY25NOV240CE,DELHIVERY,0.0,25-Nov-2025,240.0,0.05,2075,OPTSTK,CE,XX,NFO,,
82026,97178,KEI25NOV4500PE,KEI,759.5,25-Nov-2025,4500.0,0.05,175,OPTSTK,PE,XX,NFO,,
82027,126683,ITC25NOV317.5PE,ITC,0.0,25-Nov-2025,317.5,0.05,1600,OPTSTK,PE,XX,NFO,,
82028,143242,PRESTIGE25DEC1880CE,PRESTIGE,42.55,30-Dec-2025,1880.0,0.05,450,OPTSTK,CE,XX,NFO,,
82029,129921,KALYANKJIL25NOV430CE,KALYANKJIL,51.85,25-Nov-2025,430.0,0.05,1175,OPTSTK,CE,XX,NFO,,
82030,126479,ULTRACEMCO25NOV14400CE,ULTRACEMCO,0.0,25-Nov-2025,14400.0,0.05,50,OPTSTK,CE,XX,NFO,,
82031,50207,BANKNIFTY25NOV62500CE,BANKNIFTY,31.45,25-Nov-2025,62500.0,0.05,35,OPTIDX,CE,XX,NFO,,
82032,99235,EXIDEIND25NOV415CE,EXIDEIND,13.7,25-Nov-2025,415.0,0.05,1800,OPTSTK,CE,XX,NFO,,
82033,114791,ICICIPRULI25OCT585PE,ICICIPRULI,7.3,28-Oct-2025,585.0,0.05,925,OPTSTK,PE,XX,NFO,,
82034,125472,IRFC25OCT102PE,IRFC,0.0,28-Oct-2025,102.0,0.05,4250,OPTSTK,PE,XX,NFO,,
82035,125191,IREDA25NOV205CE,IREDA,0.0,25-Nov-2025,205.0,0.05,3450,OPTSTK,CE,XX,NFO,,
82036,132191,LODHA25NOV1180CE,LODHA,65.0,25-Nov-2025,1180.0,0.05,450,OPTSTK,CE,XX,NFO,,
82037,117424,SBILIFE25NOV2160CE,SBILIFE,0.0,25-Nov-2025,2160.0,0.05,375,OPTSTK,CE,XX,NFO,,
82038,86295,GMRAIRPORT25OCT98PE,GMRAIRPORT,7.25,28-Oct-2025,98.0,0.05,6975,OPTSTK,PE,XX,NFO,,
82039,147026,TATAELXSI25NOV4100CE,TATAELXSI,0.0,25-Nov-2025,4100.0,0.05,100,OPTSTK,CE,XX,NFO,,
82040,76960,BANKBARODA25DEC285CE,BANKBARODA,10.05,30-Dec-2025,285.0,0.05,2925,OPTSTK,CE,XX,NFO,,
82041,88043,HAL25OCT5800CE,HAL,1.75,28-Oct-2025,5800.0,0.05,150,OPTSTK,CE,XX,NFO,,
82042,68427,BANKBARODA25OCT305PE,BANKBARODA,37.75,28-Oct-2025,305.0,0.05,2925,OPTSTK,PE,XX,NFO,,
82043,112735,HUDCO25OCT247.5CE,HUDCO,0.9,28-Oct-2025,247.5,0.05,2775,OPTSTK,CE,XX,NFO,,
82044,130482,KFINTECH25OCT1040PE,KFINTECH,4.15,28-Oct-2025,1040.0,0.05,450,OPTSTK,PE,XX,NFO,,
82045,59443,NIFTYNXT5025OCT49000PE,NIFTYNXT50,0.0,28-Oct-2025,49000.0,0.05,25,OPTIDX,PE,XX,NFO,,
82046,123739,IRCTC25NOV585PE,IRCTC,0.0,25-Nov-2025,585.0,0.05,875,OPTSTK,PE,XX,NFO,,
82047,139191,ONGC25NOV202.5CE,ONGC,0.0,25-Nov-2025,202.5,0.05,2250,OPTSTK,CE,XX,NFO,,
82048,138718,OFSS25NOV7300CE,OFSS,0.0,25-Nov-2025,7300.0,0.05,75,OPTSTK,CE,XX,NFO,,
82049,108583,ONGC25OCT205PE,ONGC,0.05,28-Oct-2025,205.0,0.05,2250,OPTSTK,PE,XX,NFO,,
82050,131649,LICHSGFIN25NOV515PE,LICHSGFIN,9.8,25-Nov-2025,515.0,0.05,1000,OPTSTK,PE,XX,NFO,,
82051,130078,TECHM25OCT2000CE,TECHM,0.0,28-Oct-2025,2000.0,0.05,600,OPTSTK,CE,XX,NFO,,
82052,82707,DMART25OCT4600CE,DMART,11.05,28-Oct-2025,4600.0,0.05,150,OPTSTK,CE,XX,NFO,,
82053,57960,AXISBANK25OCT1210PE,AXISBANK,22.7,28-Oct-2025,1210.0,0.05,625,OPTSTK,PE,XX,NFO,,
82054,115841,IDFCFIRSTB25NOV73CE,IDFCFIRSTB,2.45,25-Nov-2025,73.0,0.05,9275,OPTSTK,CE,XX,NFO,,
82055,75948,COLPAL25NOV1840CE,COLPAL,457.35,25-Nov-2025,1840.0,0.05,225,OPTSTK,CE,XX,NFO,,
82056,80307,BHEL25NOV335CE,BHEL,0.0,25-Nov-2025,335.0,0.05,2625,OPTSTK,CE,XX,NFO,,
82057,55025,ADANIGREEN25NOV1040PE,ADANIGREEN,38.9,25-Nov-2025,1040.0,0.05,600,OPTSTK,PE,XX,NFO,,
82058,149049,ULTRACEMCO25DEC6800PE,ULTRACEMCO,0.0,30-Dec-2025,6800.0,0.05,50,OPTSTK,PE,XX,NFO,,
82059,79725,DMART25OCT5050CE,DMART,1.8,28-Oct-2025,5050.0,0.05,150,OPTSTK,CE,XX,NFO,,
82060,134137,MANAPPURAM25OCT292.5CE,MANAPPURAM,3.3,28-Oct-2025,292.5,0.05,3000,OPTSTK,CE,XX,NFO,,
82061,116428,SAMMAANCAP25OCT105PE,SAMMAANCAP,0.05,28-Oct-2025,105.0,0.05,4300,OPTSTK,PE,XX,NFO,,
82062,135417,MAZDOCK25OCT3650CE,MAZDOCK,0.0,28-Oct-2025,3650.0,0.05,175,OPTSTK,CE,XX,NFO,,
82063,55983,BANKNIFTY25OCT70800PE,BANKNIFTY,0.0,28-Oct-2025,70800.0,0.05,35,OPTIDX,PE,XX,NFO,,
82064,116001,SAIL25NOV90PE,SAIL,0.0,25-Nov-2025,90.0,0.05,4700,OPTSTK,PE,XX,NFO,,
82065,64438,MIDCPNIFTY25DEC14650PE,MIDCPNIFTY,0.0,30-Dec-2025,14650.0,0.05,140,OPTIDX,PE,XX,NFO,,
82066,72978,ASHOKLEY25NOV109CE,ASHOKLEY,0.0,25-Nov-2025,109.0,0.05,5000,OPTSTK,CE,XX,NFO,,
82067,97027,KEI25OCT3450PE,KEI,0.0,28-Oct-2025,3450.0,0.05,175,OPTSTK,PE,XX,NFO,,
82068,99123,ETERNAL25DEC310CE,ETERNAL,40.4,30-Dec-2025,310.0,0.05,2425,OPTSTK,CE,XX,NFO,,
82069,140731,PGEL25NOV740CE,PGEL,0.0,25-Nov-2025,740.0,0.05,700,OPTSTK,CE,XX,NFO,,
82070,126621,ITC25OCT555PE,ITC,0.0,28-Oct-2025,555.0,0.05,1600,OPTSTK,PE,XX,NFO,,
82071,127627,VBL25OCT300CE,VBL,0.0,28-Oct-2025,300.0,0.05,1025,OPTSTK,CE,XX,NFO,,
82072,114690,OFSS25OCT6600PE,OFSS,0.0,28-Oct-2025,6600.0,0.05,75,OPTSTK,PE,XX,NFO,,
82073,75523,COFORGE25NOV2280CE,COFORGE,0.0,25-Nov-2025,2280.0,0.05,375,OPTSTK,CE,XX,NFO,,
82074,102259,MAXHEALTH25OCT1020PE,MAXHEALTH,0.65,28-Oct-2025,1020.0,0.05,525,OPTSTK,PE,XX,NFO,,
82075,124384,IRCTC25DEC730PE,IRCTC,53.8,30-Dec-2025,730.0,0.05,875,OPTSTK,PE,XX,NFO,,
